怪八卦,3.45,4.383
更加小心,5.111,7.188
格外小心,3.95,6.5
特别小心,5,7
极为小心,3.989,6.925
万分小心,4.6,7.5
怪小偷,2.9,5.1
更为不利,2.375,6.389
相当不利,2.5,6.444
最为不利,2.5,6.643
极其不利,2.867,6.275
极为不利,2.275,7.088
略不足,4.244,3.478
略微不足,4.711,3.657
稍不足,4.211,4.438
极度不足,2.756,4.788
较不足,4,4.375
较为不足,3.438,4.12
稍微不足,4.522,4.233
相当不便,2.9,5.375
极为不便,2.875,5.833
较为不便,4.375,5.078
完全不符,2.4,5.286
十分不满,2.256,7.444
尤其不满,2.167,7.422
相当不满,2.111,7
最为不满,2.45,7.138
越发不满,2.86,6.95
极其不满,1.933,7.389
极度不满,2.256,7.422
极为不满,2.388,7.489
极度不适,2.433,6
稍微分享,6.167,4.322
极度反感,1.389,7.889
完全支持,8.111,6.722
特别支持,7.55,6.722
较为支持,7.8,4.85
较支持,6.667,5.356
相当出色,8,6.389
最为出色,8.056,6.288
极为出色,8.125,6.314
比较可怕,3.113,6.722
好可怕,3,7
有点可怕,3.333,6.375
更可怕,3,7
更为可怕,2.47,7.188
很可怕,2.5,7
挺可怕,2.59,7.378
最可怕,2,7.5
最为可怕,2.49,6.717
还可怕,2.75,7.188
蛮可怕,3.1,6.778
挺可悲,2.65,6.125
蛮可悲,2.375,6.813
十分可爱,7.678,7.143
太可爱,8,7
比较可爱,6.944,6
好可爱,8,7
怪可爱,6.95,6.45
非常可爱,8,7.313
挺可爱,7.422,6.278
超可爱,8,7.556
蛮可爱,7.571,6.563
超级可爱,8.2,7.267
好可怜,3,6
有点可怜,4.063,4.556
怪可怜,2.678,5.4
很可怜,2.556,6
挺可怜,2.844,6.075
超可怜,2.56,6.413
完全失控,2,8
有点失望,2.9,5.625
非常失望,2,7
相当失望,2,7
略失望,3.833,5.313
略微失望,2.313,5.87
极度失望,1.63,7.244
极为失望,1.733,7.214
异常平静,7.589,1.857
稍微打,3.588,6.556
完全打击,2.875,7.438
比较正,6.5,5.571
很正,7,6
挺正,6.611,5.778
最正,7.4,6
超正,7.556,6.667
超级正,7.967,6.8
越正,7,6
蛮正,7.31,6.257
极为正面,7.478,5.133
稍用力,5.125,5.875
稍稍用力,4.813,5.688
稍微用力,5.613,7.057
愈用力,4.85,7.625
老白痴,2.413,7
老白痴,1.571,7.917
超丢脸,1.813,7.313
超级丢脸,2.088,6.811
太凶,2.556,8
越凶,3,7.713
愈凶,2.667,7.667
完全同意,7.444,5.333
十分好,7.833,6.667
太好,8.1,6.625
尤其好,7.9,6.3
比较好,6.667,5.333
完全好,7.625,6.333
非常好,8.5,6.625
很好,8,6
相当好,7.4,6
挺好,6.925,5.656
特别好,7.556,6.375
略好,5.913,4.625
异常好,7.311,6.25
无比好,7.7,6.871
稍好,6.278,4.411
稍微好,6.611,5.925
超好,8.444,7
超级好,7.625,6.667
越好,7.267,5.378
愈好,7.47,6.25
较好,7.311,5.344
蛮好,6.933,5.086
比较好玩,6.338,5.8
挺好玩,7,5.744
超好玩,7.433,6.6
蛮好玩,7,6.222
太好笑,7.25,7.375
比较好笑,6.944,6.844
更好笑,6.833,7
很好笑,7,7
挺好笑,6.7,6.822
最好笑,7.4,7.5
超好笑,7.289,7.178
超级好笑,7.35,7.4
蛮好笑,6.4,6.4
比较安心,5.556,2.667
较安心,6.122,2.338
比较安全,6.444,4.375
更安全,7,4.778
更加安全,7,5.7
更为安全,7.2,5.171
稍微安全,6.413,4.367
较安全,6.5,4.625
较为安全,6.8,4.333
十分成功,8.875,7.929
非常成功,9,7.5
相当成功,8.778,7.4
略成功,6.1,5.025
最为成功,8.544,7.078
极为成功,8.913,7.825
还有用,5.856,4.638
更为有利,6.625,6.7
最有利,7,6.667
最为有利,7.463,6.42
较有利,6.075,5.7
较为有利,6.186,5.556
更有效,7,6
更为有效,7.389,6.286
最有效,7.444,6.111
最为有效,7.813,6.389
十分有趣,8.222,7.063
比较有趣,6.875,6.125
更为有趣,7.3,6
非常有趣,8,7
很有趣,7.778,6
挺有趣,7.811,6.378
很有钱,7.222,6.222
最有钱,6.913,6.438
稍微有钱,6.256,5.463
超有钱,7.5,6.938
超级有钱,7.589,7.056
越有钱,6.08,6.113
还有钱,5.778,5.01
愈有钱,6.7,5.68
太自由,6,6.071
完全自由,6.956,5.28
更为自由,6.822,5.95
无比自信,8.46,6.65
万分自责,2.2,6.913
极其低落,2.344,4.8
太冷,3,5.333
好冷,3,5
有点冷,3.333,4.375
略冷,3.938,4.286
稍冷,3.878,3.678
稍微冷,3.663,3.556
超级冷,2.513,4.056
越冷,3.133,3.813
愈冷,3,5.333
较冷,3.311,4.425
异常冷淡,2.3,4.1
完全否定,2.625,5.822
完全否认,2.722,5.489
尤其吸引,6.478,6.857
格外吸引,7.278,7.333
特别吸引,6.156,6.5
十分壮观,7.722,7.188
相当壮观,7.188,6.989
老妓女,2.075,5.671
更完善,7,5.375
更加完善,7,5
更为完善,7.725,5.38
老巫婆,2.5,6.286
尤其希望,7.988,6.325
更希望,7.889,6
无比快乐,8.313,7.563
极其扭曲,1.989,6.588
极度扭曲,2.4,6.6
略改善,5.813,4.5
略微改善,6.222,5.4
稍稍改善,5.722,4.667
稍微改善,6.25,5.475
更加沉重,2.156,6.811
更为沉重,2.26,7.022
格外沉重,2.54,6.413
异常沉重,2.044,6.913
无比沉重,2.143,6.833
更佳,7,5.111
稍佳,6.038,3.778
愈佳,6.944,5.45
较佳,6.4,4.5
老垃圾,2.025,7.65
怪垃圾,2,7.85
好奇怪,3.667,6
有点奇怪,4,5.375
很奇怪,3.667,6
蛮奇怪,3.47,6.167
无比幸运,8.133,6.788
无比幸福,8.422,4.525
完全忽略,2.25,4.75
完全忽视,2.5,5.556
好怕,2.5,7
有点怕,3.25,6.5
怪怕,3.167,7.3
很怕,2.6,7
最怕,2.1,7.6
超怕,2.556,7.444
超级怕,2.138,7.55
越怕,2.389,7.113
愈怕,2.857,6.822
还怕,2.944,6.875
有点怪,3.475,4.338
老怪,3.75,5.9
很怪,2.6,5.444
蛮怪,3.3,4.713
万分抱歉,2.467,4.65
稍稍放心,5.75,4.167
稍微放心,5.833,2.713
完全放弃,1.978,6.525
略微放松,6.222,1.6
稍放松,5.611,3.5
稍稍放松,5.788,2.8
稍微放松,5.622,2.722
略放松,6.2,2.917
万分欣喜,7.889,7.622
无比欣慰,7.57,5.34
万分欣慰,7.8,6.16
还沾沾自喜,3.778,6.722
稍微玩,5.063,4.5
愈玩,5.214,6.063
还玩,4.457,6.333
异常保护,4.667,6.129
无比信心,8.313,6.938
无比勇气,7.963,7.478
好帅,7,6.333
特别帅,7.367,6.417
最帅,7.467,5.733
超级帅,7.944,7.444
越帅,6.838,5.975
蛮帅,7.25,6.063
挺帅,6.875,6.111
超帅,7.667,6.889
十分后悔,1.6,7.375
超后悔,2,6
超级后悔,1.333,7.083
万分后悔,2.225,6.222
最为恰当,7.156,6
十分活跃,6.975,7.875
相当活跃,7.214,7.611
异常活跃,7.52,8.511
最为活跃,7.188,8.056
较为流行,5.789,5
更加珍惜,7.467,6.4
格外珍惜,8.125,6.26
万分珍惜,8.333,6.56
尤其珍贵,7.6,6.325
格外珍贵,8.3,6.438
异常珍贵,8.233,6.638
最为珍贵,7.943,5.767
无比珍贵,7.913,6.633
极其珍贵,8.46,6.763
极为珍贵,8.022,5.656
太相信,8,6
还相信,7.438,5.813
更美好,7.444,6.222
更加美好,7.656,6.556
越苦,2.188,5.714
老英雄,7.75,7.063
更为重大,4.6,7.525
格外重大,3.567,8.044
最为重大,4.838,8
极其重大,5.1,8.071
极为重大,4.3,7.867
完全陌生,2.5,4.778
尤其值得,7.222,6.378
更值得,7,6
非常值得,7.222,7
相当值得,7.357,5.733
格外值得,7.229,6.533
蛮值得,6.51,5.871
略微哽咽,4,5.813
愈害怕,2.678,6.2
太差,2.5,5.429
比较差,3,4.111
更差,2.667,5.25
非常差,2.375,5.889
特别差,2.522,6.171
略差,3.889,4.9
最差,1.5,6.875
稍差,3.444,4.222
稍微差,3.713,4.278
超差,2,6.444
超级差,1.5,7.071
愈差,2.738,4.75
较差,3.513,5.233
还差,2.957,5.075
越差,2.944,4.778
太弱,2.778,5.667
有点弱,3.4,4.125
略弱,4.3,4.075
最弱,2.571,5.714
稍弱,3.625,4.222
越弱,2.756,4.94
愈弱,2.811,4.95
较弱,3.4,4
太恐怖,2,7.667
好恐怖,2.333,7
有点恐怖,3.014,7.08
更恐怖,2,7.4
怪恐怖,2.722,7.389
很恐怖,2,7.4
最恐怖,1.625,7.556
超级恐怖,2.05,7.567
蛮恐怖,2.311,7.356
超恐怖,1.625,7.667
极度恐惧,1.411,7.87
万分恐惧,1.625,8.056
无比振奋,7.833,8.222
略微气愤,2.956,6.733
完全消灭,2.388,7.363
无比真实,7.313,5.417
完全缺乏,2.556,5.667
极度缺乏,2.038,5.967
较缺乏,3.013,4.6
较为缺乏,2.763,4.37
好臭,3,5.556
老臭,2.6,5.5
很臭,2.625,5.667
超级臭,2.489,5.325
愈臭,3.343,5.343
越臭,3.071,5.643
略微衰退,3.833,4.063
稍稍衰退,4.25,3.929
非常讨厌,2,7.667
特别讨厌,1.889,7.438
最讨厌,1.6,8
超讨厌,1.467,7.833
超级讨厌,1.6,7.667
极度讨厌,1.725,7.989
十分高兴,8.125,7.938
非常高兴,8,8
很高兴,8,7
格外高兴,7.767,6.9
特别高兴,7.45,7.33
尤其偏好,5.4,5.186
尤其偏爱,6,5.75
更加坚强,7.811,7.063
格外坚强,7.144,6.822
异常坚强,7.643,7.125
无比坚强,7.378,6.625
万分寂寞,2.656,5.429
太强,7.5,6.556
比较强,6.6,5.625
有点强,5.988,4.689
非常强,7.15,6.613
特别强,7.375,6.625
略强,5.889,5.313
最强,7.625,6.75
稍强,6.213,4.98
稍微强,5.938,4.763
超级强,7.557,6.213
越强,7,6
愈强,7,6
较强,6.5,5.857
还强,6.778,6.056
蛮强,6.813,6.188
很强,7,6
尤其强烈,3.713,8.225
更为强烈,4.871,8.411
特别强烈,4.929,8.222
异常强烈,4.1,8.35
最为强烈,3.656,8.344
越发强烈,4.729,8.314
极其强烈,4.688,8.725
极为强烈,5.125,8.688
较强烈,4.733,7.711
较为强烈,3.714,7.5
老情人,5.857,6.333
异常情绪,3.5,6.286
极度排斥,1.833,7.833
完全控制,4.083,6.125
稍稍控制,4.513,3.967
稍微控制,4.5,4.25
十分敏感,3.813,6.375
尤其敏感,4.375,6.188
更为敏感,3.94,5.925
格外敏感,3.656,5.711
异常敏感,3.589,5.971
最为敏感,3.556,5.413
极其敏感,3.113,6.233
极度敏感,3.638,5.725
极为敏感,3.689,6.513
较敏感,4.088,5.05
较为敏感,3.888,5.238
十分清楚,6.143,4.857
比较清楚,5.333,4.286
更清楚,6,4.222
更加清楚,6,4.333
更为清楚,6.71,4.46
非常清楚,6.25,4.875
很清楚,5.778,4.333
相当清楚,6,4.111
最清楚,6.825,4.313
越清楚,6,4.571
愈清楚,6.75,4.475
较清楚,5.667,3.333
太爽,8,8
更爽,8,8
很爽,8,8
挺爽,7.356,7.35
特别爽,8,8.167
最爽,8.444,8
超爽,8.5,8.444
超级爽,7.95,8.075
越爽,7.611,7.778
愈爽,7.513,7.75
还爽,7.4,7.3
蛮爽,7.556,7.556
老笨蛋,2.488,6.356
太累,2.444,5.4
好累,2.289,5.85
很累,2.5,5.6
超级累,2.689,5.457
极度贫穷,1.444,6.671
太麻烦,2.667,6
比较麻烦,2.767,5.738
很麻烦,3,6
挺麻烦,3.289,5.622
超麻烦,2.4,6.333
超级麻烦,2.278,6.5
较麻烦,3.188,5.611
尤其喜爱,7.263,6.925
太喜欢,8,6.444
尤其喜欢,7.456,5.967
比较喜欢,6.7,5
好喜欢,8,6.333
老喜欢,6.3,6.25
更喜欢,8,6.5
非常喜欢,8,7.333
很喜欢,8,6.444
挺喜欢,7.367,5.689
特别喜欢,8.333,7.333
最喜欢,8.6,7.333
超喜欢,8.188,6.213
超级喜欢,8.389,7.688
较喜欢,6.533,5.756
还喜欢,7.3,5.878
蛮喜欢,7.178,5.913
异常悲愤,1.5,8.444
略闷,3.91,4.06
稍闷,4.125,4.4
更加恶化,2.4,6.778
更为恶化,2.178,6.8
更为恶劣,1.833,7.444
极其恶劣,1.7,7.95
极度恶劣,1.333,8.222
极为恶劣,1.611,7.175
太棒,7.444,6.625
更棒,7,6.4
非常棒,7.222,6.444
很棒,7.6,6.6
最棒,8.375,6.5
更为棘手,2.489,7.188
最为棘手,2.125,7.375
极其残忍,1.089,8.59
极为残忍,1.31,8.656
十分无奈,2.667,5.375
万分无奈,2.5,4.4
极其无能,2.156,7.211
太无聊,2.444,5
好无聊,2.6,4.333
有点无聊,3.956,3.757
很无聊,2.6,4.333
挺无聊,3.5,3.833
超无聊,2.322,3.7
超级无聊,2.989,5.56
极其无聊,2.444,4.571
蛮无聊,3.333,4
异常焦虑,1.938,7.167
万分焦虑,1.857,8.222
稍痛,3.944,5.444
超痛,2,7.5
超级痛,1.556,8
越痛,2.175,6.788
愈痛,2.238,7.063
极度痛苦,1.488,8.27
极为痛苦,1.65,7.933
万分痛苦,1.389,7.825
比较舒服,6.4,3.778
很舒服,7,4.25
挺舒服,6.963,3.938
超舒服,7.333,5
蛮舒服,7,3.6
超级舒服,7.522,5.45
更加舒适,7.322,3.675
更为舒适,7.214,5.875
较舒适,6.6,3.444
较为舒适,6.778,4
十分开心,8,7
好开心,8.05,7.45
非常开心,8,7.6
很开心,8,7
挺开心,7.1,6.55
格外开心,8.056,7.188
特别开心,8.214,7.438
无比开心,8.333,7.722
还开心,7.429,6.563
蛮开心,7.389,6.55
更加顺利,7.53,5.938
更为顺利,7.356,5.92
异常顺利,7.078,6.4
好乱,2.6,6.4
稍乱,4.188,4.75
越乱,2.517,6.756
愈乱,2.489,6.7
还乱,3.214,6.444
略嫌,3.688,4.75
稍嫌,3.744,4.633
超级干,0.922,8.644
超干,1,9
比较想,5.5,3.556
好想,5.667,4.375
完全想,5.8,5.12
挺想,5.563,5.222
特别想,6,5.125
略想,5.188,3.625
最想,5.75,4.889
稍稍想,5.1,3.078
稍微想,5.111,4.3
超想,5.625,5.625
超级想,6.444,5.283
越想,5.5,4.286
极度想,6,6.25
还想,5.057,4.071
蛮想,5.556,4.375
有点想,5.25,3.429
更想,5.667,4.25
愈想,5.733,3.9
太爱,8.889,6.5
尤其爱,8.088,5.55
比较爱,8,5.444
好爱,9,6.25
更爱,8.889,6.333
很爱,9,6.5
特别爱,9,6.889
超爱,9,7
越爱,8.278,5.329
较爱,7.8,5.19
还爱,6.625,6
超级爱,8.65,6.313
愈爱,8.786,6.389
蛮爱,7.333,6.167
万分感恩,7.689,6.3
十分感谢,7.533,6.467
尤其感谢,7.871,6.2
非常感谢,8,6.667
超级感谢,8.011,7.143
万分感谢,8.478,6.788
较为温和,5.85,3.738
异常温暖,7.12,5.271
无比温暖,7.77,5.113
格外温馨,8.35,5.36
很烦,2.444,6.4
超烦,2,6.625
超级烦,1.833,7.167
完全禁止,2.567,5.214
稍稍羡慕,5.188,5.688
超羡慕,7.188,7.25
超级羡慕,7.189,5.925
万分羡慕,7,6.867
完全解决,7.333,5.333
挺诚实,7.5,5.25
老遇到,5.25,5.75
还遇到,5.188,5.417
老游戏,5.167,4.563
完全违背,1.78,6.843
极其厌恶,1.444,8.222
完全对,7,5.222
更对,6.671,5.48
挺对,7.143,5.667
太惨,2,6
好惨,2,6
很惨,2,6
挺惨,1.878,6.114
越惨,2.188,5.417
还惨,2.5,5.825
蛮惨,2.34,6.022
有点惨,3,4.578
最惨,1.667,6.375
稍惨,3.329,4.444
愈惨,2.122,5.925
太慢,3,5.222
有点慢,4,2.556
特别慢,2.88,4.057
略慢,4.5,3.25
最慢,3.125,5.571
稍慢,4,2.375
稍微慢,3.822,3.163
越慢,4,3.333
愈慢,3.9,3.188
十分满意,8.056,7.167
非常满意,8,7
相当满意,8,6.556
超级满意,7.975,6.925
蛮满意,7.433,6.278
超满意,8.333,6.95
好漂亮,8,7
挺漂亮,7.438,6.275
超漂亮,8.222,7.389
超级漂亮,7.813,7.144
越漂亮,7.567,6.95
蛮漂亮,7.267,6.23
更加精彩,8.144,7.8
更为精彩,7.88,7.711
十分紧张,2.975,7.738
太紧张,2.844,7.25
好紧张,3,8
有点紧张,3.389,7.1
更加紧张,2.889,7.563
相当紧张,2.333,7.889
格外紧张,2.6,7.667
略微紧张,3.544,6.833
异常紧张,2.444,7.786
愈紧张,3.388,7.389
万分紧张,2.325,8.075
更为紧绷,2.975,7.925
异常紧绷,2.611,7.813
太认真,7.625,6.222
非常认真,8,6
格外认真,7.767,6.25
稍稍认真,6,4.667
稍微认真,5.813,4
还认真,6.243,5.417
比较轻松,6,2.375
更为轻松,6.711,2.3
格外轻松,6.963,2.475
稍微轻松,5.667,2.3
较轻松,6.556,2.444
较为轻松,6.111,2.411
略酸,4.333,4.563
还酸,3.5,5.389
好恶,2,7
超恶,1.5,7.444
好恶心,2,7.556
怪恶心,1.975,7.071
异常恶心,1.833,7.55
超恶心,1.6,7.5
超级恶心,1.938,7.9
更为乐观,7.95,6.183
相当乐观,7.875,6.55
稍许乐观,5.622,4.5
较乐观,6.5,5.563
较为乐观,7.222,4.786
相当热烈,7.611,8.356
最为热烈,7.375,8.056
越加热烈,6.578,7.978
极为热烈,7.156,7.967
无比热情,7.567,7.388
十分热闹,7.667,7.444
更加热闹,7.089,7.088
相当热闹,7,7
异常热闹,6.929,7.45
最为热闹,7.838,7.433
更加确定,6.929,5.733
越穷,2.74,5.038
愈穷,2.778,5.278
稍缓和,5.688,3.375
稍稍缓和,5.375,3.667
稍微缓和,5.938,3.957
较为缓和,5.667,3.267
十分适合,6,4.625
太适合,6,4.778
尤其适合,6.944,4.35
好适合,6.222,4.333
更适合,6,4.714
非常适合,6.375,5
很适合,6,4.333
相当适合,6.444,4.5
特别适合,6.4,5.125
最适合,6.25,4.444
最为适合,7.63,5.02
较适合,5.444,3.889
较为适合,5.55,3.91
蛮适合,5.6,4
比较适合,5.333,3.444
最为适当,7.733,5.9
较适当,6,4.5
较为适当,5.875,4.511
十分震惊,3.04,8.167
相当震惊,2.889,8.188
无比震惊,2.929,8.333
极为震惊,2.644,8.138
万分震惊,2.663,8.163
尤其擅长,7.622,6.5
十分担心,2.62,7.413
太担心,2,7
尤其担心,2.422,7.622
有点担心,3,6
非常担心,2.189,7.55
相当担心,2.063,7.222
格外激动,4.333,8.133
异常激动,4.743,8.278
无比激动,5.075,8.456
更积极,7.222,7
更加积极,7.063,7.025
更为积极,7.333,7.188
最为积极,7.913,7.8
较为积极,6.889,7.078
好兴奋,8,8
非常兴奋,8,8
相当兴奋,7.667,8
格外兴奋,8.267,7.944
特别兴奋,7.59,7.925
无比兴奋,8.375,8.322
超级兴奋,8.063,8.144
格外讽刺,2.125,7.267
极其讽刺,2.05,7.413
最为踊跃,7.911,7.922
略输,3.844,3.97
越输,2.363,4.75
愈输,2.357,5
还输,2.444,4.556
十分遗憾,1.556,5.444
非常遗憾,1.6,6.1
相当遗憾,1.556,5.667
极其遗憾,1.844,6.625
极为遗憾,1.389,6.643
万分遗憾,2.125,4.9
完全错误,2.05,5.838
略优,6.143,5.222
稍优,5.833,4.75
较优,7.188,5.733
无比压力,1.688,7.667
十分尴尬,2.789,5.788
有点尴尬,3.6,4.286
格外尴尬,2.533,6.138
略尴尬,4.067,4.125
略微尴尬,3.45,4.3
无比尴尬,2.167,7.167
极为尴尬,2.957,5.314
万分尴尬,2.729,5.529
还帮忙,7.063,5.889
略滥用,3.929,4.786
更糟糕,3,6
比较聪明,6.8,4.375
最聪明,8,5.625
更加艰困,2.5,6.143
更为艰困,2.267,7.65
格外艰困,2.713,7.113
最为艰困,2.067,7.633
更为艰辛,2.188,7.011
异常艰辛,1.963,7.5
无比艰辛,2.156,7.022
万分艰辛,2.111,7.389
更加艰难,2.188,7.571
更为艰难,2.433,7.55
最为艰难,2.375,8.188
极其艰难,2.057,7.756
